,year,month,day,hour,airtemp(C),dewpoint(C),windspeed(m/s),skycoverage(code),1h-prec(mm),6h-prec(mm)
1708,2017,3,13,5,-39,-161,57,0,0,-9999
1709,2017,3,13,6,-39,-156,82,0,0,-9999
1710,2017,3,13,7,-44,-144,57,0,0,-9999
1711,2017,3,13,8,-44,-144,62,0,0,-9999
1712,2017,3,13,9,-50,-150,57,0,0,-9999
1713,2017,3,13,10,-50,-144,46,4,0,-9999
1714,2017,3,13,11,-50,-150,46,2,0,-9999
1715,2017,3,13,12,-50,-144,36,4,0,-9999
1716,2017,3,13,13,-44,-144,26,4,0,-9999
1717,2017,3,13,14,-39,-150,31,-9999,0,-9999
1718,2017,3,13,15,-17,-139,0,6,0,-9999
1719,2017,3,13,16,-11,-144,0,-9999,0,-9999
1720,2017,3,13,17,6,-139,0,-9999,0,-9999
1721,2017,3,13,18,17,-150,26,6,0,-9999
1722,2017,3,13,19,17,-139,46,-9999,0,-9999
1723,2017,3,13,20,17,-144,31,-9999,0,-9999
1724,2017,3,13,21,22,-150,31,6,0,-9999
1725,2017,3,13,22,22,-139,41,-9999,0,-9999
1726,2017,3,13,23,6,-133,51,-9999,0,-9999
1727,2017,3,14,0,0,-100,51,6,0,-9999
1728,2017,3,14,1,11,-78,41,-9999,0,-9999
1729,2017,3,14,2,11,-72,36,-9999,0,-9999
1730,2017,3,14,3,11,-61,51,8,0,-9999
1731,2017,3,14,4,6,-56,57,-9999,0,-9999
1732,2017,3,14,5,6,-56,46,-9999,-1,-9999
1733,2017,3,14,6,0,-50,57,8,-1,-1
1734,2017,3,14,7,-6,-33,82,-9999,8,-9999
1735,2017,3,14,8,-6,-22,103,9,13,-9999
1736,2017,3,14,9,-6,-22,108,8,15,-9999
1737,2017,3,14,10,-6,-22,113,-9999,15,-9999
1738,2017,3,14,11,-6,-22,154,-9999,13,-9999
1739,2017,3,14,12,-6,-17,124,8,20,80
1740,2017,3,14,13,0,-17,134,-9999,23,-9999
1741,2017,3,14,14,-6,-17,160,-9999,41,-9999
1742,2017,3,14,15,0,-11,160,8,36,-9999
1743,2017,3,14,16,11,-6,129,-9999,23,-9999
1744,2017,3,14,17,11,6,72,-9999,2,-9999
1745,2017,3,14,18,6,-6,129,8,15,170
1746,2017,3,14,19,0,-22,124,-9999,5,-9999
1747,2017,3,14,20,-6,-28,124,-9999,-1,-9999
1748,2017,3,14,21,0,-33,113,8,-1,-9999
1749,2017,3,14,22,0,-22,118,-9999,5,-9999
1750,2017,3,14,23,0,-39,98,-9999,-1,-9999
1751,2017,3,15,0,6,-50,67,8,0,10
1752,2017,3,15,1,0,-67,98,-9999,0,-9999
1753,2017,3,15,2,-22,-89,113,2,0,-9999
1754,2017,3,15,3,-33,-106,103,2,0,-9999
1755,2017,3,15,4,-44,-117,88,2,0,-9999
1756,2017,3,15,5,-44,-117,93,2,0,-9999
1757,2017,3,15,6,-44,-122,98,2,0,-9999
1758,2017,3,15,7,-44,-128,88,0,0,-9999
1759,2017,3,15,8,-50,-128,88,2,0,-9999
1760,2017,3,15,9,-50,-128,67,4,0,-9999
1761,2017,3,15,10,-50,-128,77,2,0,-9999
1762,2017,3,15,11,-50,-122,72,4,0,-9999
1763,2017,3,15,12,-44,-128,77,4,0,-9999
1764,2017,3,15,13,-39,-122,72,4,0,-9999
1765,2017,3,15,14,-39,-122,82,-9999,0,-9999
1766,2017,3,15,15,-33,-128,98,8,0,-9999
1767,2017,3,15,16,-33,-106,57,-9999,-1,-9999
1768,2017,3,15,17,-28,-106,72,-9999,0,-9999
1769,2017,3,15,18,-28,-94,113,8,-1,-1
1770,2017,3,15,19,-22,-106,93,-9999,-1,-9999
1771,2017,3,15,20,-28,-111,103,-9999,0,-9999
1772,2017,3,15,21,-22,-106,113,8,0,-9999
1773,2017,3,15,22,-22,-111,67,-9999,0,-9999
1774,2017,3,15,23,-17,-122,129,-9999,0,-9999
1775,2017,3,16,0,-22,-122,129,8,0,-1
1776,2017,3,16,1,-17,-117,77,-9999,0,-9999
1777,2017,3,16,2,-17,-117,93,-9999,0,-9999
1778,2017,3,16,3,-22,-106,77,4,0,-9999
1779,2017,3,16,4,-22,-94,93,4,0,-9999
1780,2017,3,16,5,-22,-100,82,-9999,0,-9999
1781,2017,3,16,6,-17,-111,72,6,0,-9999
1782,2017,3,16,7,-22,-117,82,-9999,0,-9999
1783,2017,3,16,8,-22,-122,72,4,0,-9999
1784,2017,3,16,9,-22,-122,77,4,0,-9999
1785,2017,3,16,10,-28,-122,62,2,0,-9999
1786,2017,3,16,11,-28,-122,82,2,0,-9999
1787,2017,3,16,12,-28,-117,77,2,0,-9999
1788,2017,3,16,13,-22,-111,67,2,0,-9999
1789,2017,3,16,14,-11,-111,51,-9999,0,-9999
1790,2017,3,16,15,6,-117,88,6,0,-9999
1791,2017,3,16,16,11,-106,67,-9999,0,-9999
1792,2017,3,16,17,22,-111,88,-9999,0,-9999
1793,2017,3,16,18,33,-106,82,4,0,-9999
1794,2017,3,16,19,39,-94,93,4,0,-9999
1795,2017,3,16,20,44,-111,103,2,0,-9999
1796,2017,3,16,21,50,-111,108,2,0,-9999
1797,2017,3,16,22,50,-117,98,2,0,-9999
1798,2017,3,16,23,44,-111,98,4,0,-9999
1799,2017,3,17,0,44,-122,98,4,0,-9999
1800,2017,3,17,1,39,-111,77,4,0,-9999
1801,2017,3,17,2,33,-117,77,4,0,-9999
1802,2017,3,17,3,22,-117,51,2,0,-9999
1803,2017,3,17,4,17,-106,57,4,0,-9999
1804,2017,3,17,5,17,-100,51,4,0,-9999
1805,2017,3,17,6,17,-100,62,4,0,-9999
1806,2017,3,17,7,17,-89,67,2,0,-9999
1807,2017,3,17,8,11,-89,51,2,0,-9999
1808,2017,3,17,9,11,-89,72,2,0,-9999
1809,2017,3,17,10,6,-89,51,2,0,-9999
1810,2017,3,17,11,6,-83,57,2,0,-9999
1811,2017,3,17,12,6,-89,67,0,0,-9999
1812,2017,3,17,13,11,-89,67,0,0,-9999
1813,2017,3,17,14,17,-89,51,0,0,-9999
1814,2017,3,17,15,33,-89,57,2,0,-9999
1815,2017,3,17,16,44,-94,51,2,0,-9999
1816,2017,3,17,17,56,-94,62,0,0,-9999
1817,2017,3,17,18,67,-100,57,0,0,-9999
1818,2017,3,17,19,83,-100,31,0,0,-9999
1819,2017,3,17,20,89,-100,77,2,0,-9999
1820,2017,3,17,21,94,-128,41,2,0,-9999
1821,2017,3,17,22,94,-128,57,2,0,-9999
1822,2017,3,17,23,78,-111,36,2,0,-9999
1823,2017,3,18,0,72,-100,46,2,0,-9999
1824,2017,3,18,1,61,-89,31,-9999,0,-9999
1825,2017,3,18,2,61,-89,31,-9999,0,-9999
1826,2017,3,18,3,56,-83,36,6,0,-9999
1827,2017,3,18,4,56,-89,46,-9999,0,-9999
1828,2017,3,18,5,50,-72,21,-9999,0,-9999
1829,2017,3,18,6,39,-67,0,4,0,-9999
1830,2017,3,18,7,33,-72,15,4,0,-9999
1831,2017,3,18,8,17,-50,15,4,0,-9999
1832,2017,3,18,9,17,-39,31,4,0,-9999
1833,2017,3,18,10,17,-44,36,-9999,0,-9999
1834,2017,3,18,11,17,-39,21,-9999,0,-9999
1835,2017,3,18,12,22,-50,36,6,0,-9999
1836,2017,3,18,13,28,-50,41,-9999,0,-9999
1837,2017,3,18,14,22,-39,67,-9999,0,-9999
1838,2017,3,18,15,33,-33,77,8,0,-9999
1839,2017,3,18,16,28,-22,72,-9999,0,-9999
1840,2017,3,18,17,28,-17,72,-9999,-1,-9999
1841,2017,3,18,18,28,-17,82,8,0,0
1842,2017,3,18,19,28,-6,57,-9999,0,-9999
1843,2017,3,18,20,28,-6,51,-9999,-1,-9999
1844,2017,3,18,21,28,0,77,8,-1,-9999
1845,2017,3,18,22,22,0,57,-9999,5,-9999
1846,2017,3,18,23,22,0,82,-9999,5,-9999
1847,2017,3,19,0,22,0,72,8,3,20
1848,2017,3,19,1,28,-6,82,-9999,0,-9999
1849,2017,3,19,2,33,-6,93,-9999,0,-9999
1850,2017,3,19,3,33,-22,82,8,0,-9999
1851,2017,3,19,4,33,-22,93,-9999,0,-9999
1852,2017,3,19,5,28,-22,98,-9999,0,-9999
1853,2017,3,19,6,28,-22,77,8,0,-9999
1854,2017,3,19,7,28,-22,57,-9999,0,-9999
1855,2017,3,19,8,28,-33,57,-9999,0,-9999
1856,2017,3,19,9,28,-33,46,8,0,-9999
1857,2017,3,19,10,28,-39,72,-9999,0,-9999
1858,2017,3,19,11,22,-39,51,-9999,0,-9999
1859,2017,3,19,12,22,-39,46,6,0,-9999
1860,2017,3,19,13,33,-33,57,-9999,0,-9999
1861,2017,3,19,14,44,-33,72,-9999,0,-9999
1862,2017,3,19,15,50,-28,67,6,0,-9999
1863,2017,3,19,16,56,-33,51,-9999,0,-9999
1864,2017,3,19,17,61,-28,41,-9999,0,-9999
1865,2017,3,19,18,78,-44,62,4,0,-9999
1866,2017,3,19,19,83,-56,62,4,0,-9999
1867,2017,3,19,20,89,-67,72,0,0,-9999
1868,2017,3,19,21,89,-100,77,2,0,-9999
1869,2017,3,19,22,89,-100,57,0,0,-9999
1870,2017,3,19,23,83,-94,62,0,0,-9999
1871,2017,3,20,0,72,-89,46,0,0,-9999
1872,2017,3,20,1,67,-83,51,0,0,-9999
1873,2017,3,20,2,67,-78,31,0,0,-9999
1874,2017,3,20,3,61,-72,36,0,0,-9999
1875,2017,3,20,4,56,-78,36,0,0,-9999
1876,2017,3,20,5,56,-83,41,0,0,-9999
1877,2017,3,20,6,50,-67,57,0,0,-9999
1878,2017,3,20,7,44,-94,62,0,0,-9999
1879,2017,3,20,8,44,-89,57,0,0,-9999
1880,2017,3,20,9,39,-83,57,0,0,-9999
1881,2017,3,20,10,33,-89,62,0,0,-9999
1882,2017,3,20,11,33,-89,67,0,0,-9999
1883,2017,3,20,12,33,-83,72,0,0,-9999
1884,2017,3,20,13,39,-83,62,2,0,-9999
1885,2017,3,20,14,44,-83,72,4,0,-9999
1886,2017,3,20,15,61,-89,62,6,0,-9999
1887,2017,3,20,16,78,-89,46,4,0,-9999
1888,2017,3,20,17,83,-83,67,-9999,0,-9999
1889,2017,3,20,18,100,-94,62,6,0,-9999
1890,2017,3,20,19,106,-94,41,-9999,0,-9999
1891,2017,3,20,20,111,-100,62,-9999,0,-9999
1892,2017,3,20,21,111,-100,41,6,0,-9999
1893,2017,3,20,22,106,-83,26,-9999,0,-9999
1894,2017,3,20,23,111,-94,15,-9999,0,-9999
1895,2017,3,21,0,106,-78,36,6,0,-9999
1896,2017,3,21,1,100,-67,15,4,0,-9999
1897,2017,3,21,2,89,-33,46,-9999,0,-9999
1898,2017,3,21,3,89,-44,31,8,0,-9999
1899,2017,3,21,4,89,-56,41,-9999,0,-9999
1900,2017,3,21,5,83,-50,46,-9999,0,-9999
1901,2017,3,21,6,78,-39,36,8,0,-9999
1902,2017,3,21,7,78,-39,31,4,0,-9999
1903,2017,3,21,8,78,-39,51,-9999,0,-9999
1904,2017,3,21,9,72,-39,41,6,0,-9999
1905,2017,3,21,10,72,-33,26,-9999,0,-9999
1906,2017,3,21,11,72,-33,26,-9999,0,-9999
1907,2017,3,21,12,78,-33,21,8,0,-9999
1908,2017,3,21,13,78,-39,21,-9999,0,-9999
1909,2017,3,21,14,89,-44,21,-9999,0,-9999
1910,2017,3,21,15,100,-44,21,6,0,-9999
1911,2017,3,21,16,111,-28,31,-9999,0,-9999
1912,2017,3,21,17,117,-22,26,-9999,0,-9999
1913,2017,3,21,18,133,-33,26,6,0,-9999
1914,2017,3,21,19,144,-22,31,-9999,0,-9999
1915,2017,3,21,20,156,-11,41,4,0,-9999
1916,2017,3,21,21,156,-11,41,2,0,-9999
1917,2017,3,21,22,161,-6,36,4,0,-9999
1918,2017,3,21,23,156,-11,51,-9999,0,-9999
1919,2017,3,22,0,139,-33,77,6,0,-9999
1920,2017,3,22,1,133,-28,46,-9999,0,-9999
1921,2017,3,22,2,139,-28,26,-9999,0,-9999
1922,2017,3,22,3,117,-6,46,8,0,-9999
1923,2017,3,22,4,111,-28,31,-9999,0,-9999
1924,2017,3,22,5,106,-72,0,-9999,0,-9999
1925,2017,3,22,6,100,-72,0,4,0,-9999
1926,2017,3,22,7,100,-56,51,4,0,-9999
1927,2017,3,22,8,78,-50,98,4,0,-9999
1928,2017,3,22,9,72,-33,77,2,0,-9999
1929,2017,3,22,10,61,-72,98,2,0,-9999
1930,2017,3,22,11,50,-72,82,2,0,-9999
1931,2017,3,22,12,44,-72,124,2,0,-9999
1932,2017,3,22,13,33,-100,134,2,0,-9999
1933,2017,3,22,14,28,-89,118,2,0,-9999
1934,2017,3,22,15,28,-128,108,2,0,-9999
1935,2017,3,22,16,17,-139,139,2,0,-9999
1936,2017,3,22,17,17,-156,129,2,0,-9999
1937,2017,3,22,18,17,-144,149,0,0,-9999
1938,2017,3,22,19,17,-156,103,-9999,0,-9999
1939,2017,3,22,20,17,-161,124,0,0,-9999
1940,2017,3,22,21,17,-150,124,0,0,-9999
1941,2017,3,22,22,11,-161,93,0,0,-9999
1942,2017,3,22,23,6,-172,82,0,0,-9999
1943,2017,3,23,0,-6,-189,103,0,0,-9999
1944,2017,3,23,1,-11,-183,113,0,0,-9999
1945,2017,3,23,2,-17,-178,82,0,0,-9999
1946,2017,3,23,3,-22,-178,103,0,0,-9999
1947,2017,3,23,4,-33,-156,46,0,0,-9999
1948,2017,3,23,5,-33,-156,46,0,0,-9999
1949,2017,3,23,6,-33,-156,46,0,0,-9999
1950,2017,3,23,7,-33,-144,46,0,0,-9999
1951,2017,3,23,8,-33,-144,41,0,0,-9999
1952,2017,3,23,9,-33,-139,51,0,0,-9999
1953,2017,3,23,10,-33,-139,57,0,0,-9999
1954,2017,3,23,11,-33,-144,41,0,0,-9999
1955,2017,3,23,12,-28,-139,51,0,0,-9999
1956,2017,3,23,13,-17,-150,31,0,0,-9999
1957,2017,3,23,14,-11,-161,36,0,0,-9999
1958,2017,3,23,15,0,-167,41,0,0,-9999
1959,2017,3,23,16,11,-172,41,0,0,-9999
1960,2017,3,23,17,22,-178,67,0,0,-9999
1961,2017,3,23,18,33,-172,36,0,0,-9999
1962,2017,3,23,19,50,-161,67,2,0,-9999
1963,2017,3,23,20,61,-183,77,2,0,-9999
1964,2017,3,23,21,67,-183,46,2,0,-9999
1965,2017,3,23,22,67,-167,46,2,0,-9999
1966,2017,3,23,23,67,-156,36,2,0,-9999
1967,2017,3,24,0,61,-167,41,2,0,-9999
1968,2017,3,24,1,61,-156,0,2,0,-9999
1969,2017,3,24,2,44,-61,36,0,0,-9999
1970,2017,3,24,3,39,-50,36,2,0,-9999
1971,2017,3,24,4,44,-56,31,2,0,-9999
1972,2017,3,24,5,44,-67,26,2,0,-9999
1973,2017,3,24,6,39,-61,26,2,0,-9999
1974,2017,3,24,7,44,-78,31,4,0,-9999
1975,2017,3,24,8,39,-94,41,4,0,-9999
1976,2017,3,24,9,33,-89,41,6,0,-9999
1977,2017,3,24,10,33,-72,36,-9999,0,-9999
1978,2017,3,24,11,39,-67,46,-9999,0,-9999
1979,2017,3,24,12,39,-39,41,6,0,-9999
1980,2017,3,24,13,44,-28,62,-9999,0,-9999
1981,2017,3,24,14,67,-39,67,-9999,0,-9999
1982,2017,3,24,15,78,-44,77,6,0,-9999
1983,2017,3,24,16,83,-61,72,-9999,0,-9999
1984,2017,3,24,17,94,-56,62,-9999,-1,-9999
1985,2017,3,24,18,89,-33,82,8,-1,-1
1986,2017,3,24,19,100,-17,46,-9999,-1,-9999
1987,2017,3,24,20,122,-22,67,-9999,0,-9999
1988,2017,3,24,21,128,-6,62,6,0,-9999
1989,2017,3,24,22,144,0,41,-9999,0,-9999
1990,2017,3,24,23,111,22,41,-9999,0,-9999
1991,2017,3,25,0,117,28,21,6,0,-1
1992,2017,3,25,1,139,11,46,-9999,0,-9999
1993,2017,3,25,2,133,6,51,-9999,0,-9999
1994,2017,3,25,3,128,0,62,6,0,-9999
1995,2017,3,25,4,128,0,31,-9999,0,-9999
1996,2017,3,25,5,122,6,41,-9999,0,-9999
1997,2017,3,25,6,128,6,46,8,0,-9999
1998,2017,3,25,7,128,11,41,-9999,0,-9999
1999,2017,3,25,8,122,17,21,-9999,0,-9999
2000,2017,3,25,9,122,22,36,6,0,-9999
2001,2017,3,25,10,122,28,31,-9999,0,-9999
2002,2017,3,25,11,128,33,15,-9999,0,-9999
2003,2017,3,25,12,117,33,15,6,0,-9999
2004,2017,3,25,13,111,33,0,-9999,0,-9999
2005,2017,3,25,14,133,33,31,-9999,0,-9999
2006,2017,3,25,15,117,22,41,6,0,-9999
2007,2017,3,25,16,128,28,41,-9999,0,-9999
2008,2017,3,25,17,128,33,41,-9999,0,-9999
2009,2017,3,25,18,128,44,46,6,0,-9999
2010,2017,3,25,19,133,50,46,-9999,0,-9999
2011,2017,3,25,20,122,44,41,-9999,-1,-9999
2012,2017,3,25,21,122,39,51,8,-1,-9999
2013,2017,3,25,22,100,33,36,-9999,-1,-9999
2014,2017,3,25,23,106,33,26,-9999,0,-9999
2015,2017,3,26,0,89,44,67,8,-1,-1
2016,2017,3,26,1,72,33,46,-9999,0,-9999
2017,2017,3,26,2,72,39,36,-9999,0,-9999
2018,2017,3,26,3,72,33,62,8,0,-9999
2019,2017,3,26,4,67,22,51,-9999,0,-9999
2020,2017,3,26,5,67,11,72,-9999,0,-9999
2021,2017,3,26,6,61,6,62,8,0,-9999
2022,2017,3,26,7,56,11,77,-9999,3,-9999
2023,2017,3,26,8,50,17,57,-9999,15,-9999
2024,2017,3,26,9,44,11,67,8,8,-9999
2025,2017,3,26,10,44,6,77,-9999,-1,-9999
2026,2017,3,26,11,44,0,88,-9999,0,-9999
2027,2017,3,26,12,39,0,82,8,0,30
2028,2017,3,26,13,44,6,67,-9999,0,-9999
2029,2017,3,26,14,50,6,67,-9999,0,-9999
2030,2017,3,26,15,50,0,62,8,0,-9999
2031,2017,3,26,16,44,0,72,-9999,0,-9999
2032,2017,3,26,17,50,6,72,-9999,0,-9999
2033,2017,3,26,18,50,6,62,8,0,-9999
2034,2017,3,26,19,56,6,62,-9999,0,-9999
2035,2017,3,26,20,56,11,67,-9999,0,-9999
2036,2017,3,26,21,56,11,62,8,0,-9999
2037,2017,3,26,22,61,17,51,-9999,0,-9999
2038,2017,3,26,23,61,17,46,-9999,0,-9999
2039,2017,3,27,0,56,17,41,8,0,-9999
2040,2017,3,27,1,56,28,36,-9999,-1,-9999
2041,2017,3,27,2,50,28,62,-9999,-1,-9999
2042,2017,3,27,3,44,28,46,8,-1,-9999
2043,2017,3,27,4,44,28,57,-9999,3,-9999
2044,2017,3,27,5,44,28,67,-9999,3,-9999
2045,2017,3,27,6,39,28,57,8,-1,5
2046,2017,3,27,7,39,28,46,-9999,-1,-9999
2047,2017,3,27,8,44,28,46,-9999,-1,-9999
2048,2017,3,27,9,44,28,46,8,-1,-9999
2049,2017,3,27,10,44,28,46,-9999,-1,-9999
2050,2017,3,27,11,44,28,51,-9999,-1,-9999
2051,2017,3,27,12,44,33,57,8,-1,-1
2052,2017,3,27,13,44,33,26,9,3,-9999
2053,2017,3,27,14,50,39,31,-9999,36,-9999
2054,2017,3,27,15,50,39,41,8,13,-9999
2055,2017,3,27,16,56,44,36,-9999,-1,-9999
2056,2017,3,27,17,67,50,36,-9999,0,-9999
2057,2017,3,27,18,78,56,31,8,0,50
2058,2017,3,27,19,83,56,36,-9999,0,-9999
2059,2017,3,27,20,94,56,41,-9999,0,-9999
2060,2017,3,27,21,83,56,41,6,-1,-9999
2061,2017,3,27,22,89,61,36,-9999,0,-9999
2062,2017,3,27,23,94,61,31,-9999,0,-9999
2063,2017,3,28,0,94,61,36,6,0,0
2064,2017,3,28,1,89,61,26,-9999,0,-9999
2065,2017,3,28,2,78,56,31,-9999,0,-9999
2066,2017,3,28,3,67,44,36,8,0,-9999
2067,2017,3,28,4,67,50,15,-9999,0,-9999
2068,2017,3,28,5,56,39,46,-9999,0,-9999
2069,2017,3,28,6,61,44,31,8,8,8
2070,2017,3,28,7,61,44,46,9,3,-9999
2071,2017,3,28,8,61,50,26,-9999,0,-9999
2072,2017,3,28,9,56,44,31,8,20,-9999
2073,2017,3,28,10,61,44,46,-9999,25,-9999
2074,2017,3,28,11,61,39,41,-9999,-1,-9999
2075,2017,3,28,12,56,39,46,8,0,50
2076,2017,3,28,13,61,39,62,-9999,0,-9999
2077,2017,3,28,14,61,39,57,-9999,0,-9999
2078,2017,3,28,15,61,44,21,8,0,-9999
2079,2017,3,28,16,61,44,62,-9999,10,-9999
2080,2017,3,28,17,61,44,57,-9999,8,-9999
2081,2017,3,28,18,61,44,46,8,15,30
2082,2017,3,28,19,61,39,72,-9999,18,-9999
2083,2017,3,28,20,56,39,82,-9999,-1,-9999
2084,2017,3,28,21,61,39,51,8,0,-9999
2085,2017,3,28,22,61,39,62,-9999,0,-9999
2086,2017,3,28,23,56,33,77,-9999,5,-9999
2087,2017,3,29,0,56,33,67,8,25,50
2088,2017,3,29,1,61,39,57,-9999,20,-9999
2089,2017,3,29,2,61,44,46,-9999,5,-9999
2090,2017,3,29,3,61,44,36,8,3,-9999
2091,2017,3,29,4,61,44,21,-9999,-1,-9999
2092,2017,3,29,5,67,50,26,-9999,0,-9999
2093,2017,3,29,6,83,56,26,8,0,30
2094,2017,3,29,7,89,61,46,-9999,0,-9999
2095,2017,3,29,8,89,56,46,-9999,0,-9999
2096,2017,3,29,9,89,44,67,8,0,-9999
2097,2017,3,29,10,83,33,62,-9999,0,-9999
2098,2017,3,29,11,78,33,51,-9999,0,-9999
2099,2017,3,29,12,78,33,36,6,0,-9999
2100,2017,3,29,13,83,33,51,-9999,0,-9999
2101,2017,3,29,14,89,28,51,-9999,0,-9999
2102,2017,3,29,15,94,22,41,6,0,-9999
2103,2017,3,29,16,106,22,57,2,0,-9999
2104,2017,3,29,17,128,11,51,2,0,-9999
2105,2017,3,29,18,139,6,57,2,0,-9999
2106,2017,3,29,19,144,-22,82,2,0,-9999
2107,2017,3,29,20,144,-17,67,2,0,-9999
2108,2017,3,29,21,144,-22,41,0,0,-9999
2109,2017,3,29,22,133,-28,77,0,0,-9999
2110,2017,3,29,23,122,-44,82,0,0,-9999
2111,2017,3,30,0,117,-39,57,2,0,-9999
2112,2017,3,30,1,111,-44,77,0,0,-9999
2113,2017,3,30,2,89,-44,62,0,0,-9999
2114,2017,3,30,3,78,-50,77,0,0,-9999
2115,2017,3,30,4,72,-56,62,0,0,-9999
2116,2017,3,30,5,67,-50,46,0,0,-9999
2117,2017,3,30,6,61,-56,41,0,0,-9999
2118,2017,3,30,7,56,-50,36,0,0,-9999
2119,2017,3,30,8,56,-50,46,0,0,-9999
2120,2017,3,30,9,56,-50,31,0,0,-9999
2121,2017,3,30,10,50,-50,31,2,0,-9999
2122,2017,3,30,11,50,-50,36,2,0,-9999
2123,2017,3,30,12,56,-56,51,2,0,-9999
2124,2017,3,30,13,56,-56,62,-9999,0,-9999
2125,2017,3,30,14,61,-61,51,-9999,0,-9999
2126,2017,3,30,15,72,-56,62,6,0,-9999
2127,2017,3,30,16,78,-56,21,-9999,0,-9999
2128,2017,3,30,17,89,-56,26,-9999,0,-9999
2129,2017,3,30,18,106,-50,26,6,0,-9999
2130,2017,3,30,19,106,-44,0,-9999,0,-9999
2131,2017,3,30,20,111,-56,26,-9999,0,-9999
2132,2017,3,30,21,89,-22,51,6,0,-9999
2133,2017,3,30,22,83,-28,51,-9999,0,-9999
2134,2017,3,30,23,83,-28,41,-9999,0,-9999
2135,2017,3,31,0,72,-11,51,8,-1,-1
2136,2017,3,31,1,78,-22,46,-9999,0,-9999
2137,2017,3,31,2,78,-22,41,-9999,0,-9999
2138,2017,3,31,3,78,-6,21,8,-1,-9999
2139,2017,3,31,4,78,-6,15,-9999,0,-9999
2140,2017,3,31,5,78,-11,26,-9999,-1,-9999
2141,2017,3,31,6,67,11,36,8,8,5
2142,2017,3,31,7,50,17,46,-9999,15,-9999
2143,2017,3,31,8,50,22,26,-9999,38,-9999
2144,2017,3,31,9,44,22,46,8,20,-9999
2145,2017,3,31,10,50,22,41,-9999,-1,-9999
2146,2017,3,31,11,50,22,51,-9999,3,-9999
2147,2017,3,31,12,56,28,57,8,3,80
2148,2017,3,31,13,56,28,46,-9999,8,-9999
2149,2017,3,31,14,50,28,46,-9999,8,-9999
2150,2017,3,31,15,61,39,77,8,13,-9999
2151,2017,3,31,16,61,33,57,-9999,18,-9999
2152,2017,3,31,17,61,33,88,-9999,23,-9999
2153,2017,3,31,18,61,33,82,8,20,90
2154,2017,3,31,19,56,28,93,-9999,20,-9999
2155,2017,3,31,20,56,28,82,-9999,25,-9999
2156,2017,3,31,21,56,28,88,8,38,-9999
2157,2017,3,31,22,56,28,82,-9999,30,-9999
2158,2017,3,31,23,56,28,67,-9999,84,-9999
2159,2017,4,1,0,56,33,77,8,48,240
2160,2017,4,1,1,50,33,82,-9999,48,-9999
2161,2017,4,1,2,50,28,88,-9999,48,-9999
2162,2017,4,1,3,44,28,118,8,13,-9999
2163,2017,4,1,4,44,22,129,-9999,-1,-9999
2164,2017,4,1,5,44,22,129,-9999,-1,-9999
2165,2017,4,1,6,44,22,129,8,-1,120
2166,2017,4,1,7,44,22,129,-9999,-1,-9999
2167,2017,4,1,8,44,22,93,-9999,-1,-9999
2168,2017,4,1,9,44,22,62,8,3,-9999
2169,2017,4,1,10,39,22,72,-9999,-1,-9999
2170,2017,4,1,11,44,17,67,-9999,-1,-9999
2171,2017,4,1,12,44,17,77,8,0,3
2172,2017,4,1,13,44,11,98,-9999,0,-9999
2173,2017,4,1,14,56,17,93,-9999,0,-9999
2174,2017,4,1,15,61,11,88,8,0,-9999
2175,2017,4,1,16,67,11,93,-9999,0,-9999
2176,2017,4,1,17,72,6,93,-9999,0,-9999
2177,2017,4,1,18,72,11,82,8,0,-9999
2178,2017,4,1,19,72,6,82,-9999,0,-9999
2179,2017,4,1,20,78,6,82,-9999,0,-9999
2180,2017,4,1,21,78,17,62,8,0,-9999
2181,2017,4,1,22,78,11,77,-9999,0,-9999
2182,2017,4,1,23,89,11,57,-9999,0,-9999
2183,2017,4,2,0,83,11,46,8,0,-9999
2184,2017,4,2,1,83,11,46,-9999,-9999,-9999
2185,2017,4,2,2,83,11,41,-9999,-9999,-9999
2186,2017,4,2,3,78,11,31,8,-9999,-9999
2187,2017,4,2,4,78,17,21,-9999,-9999,-9999
2188,2017,4,2,5,78,11,36,-9999,-9999,-9999
2189,2017,4,2,6,78,11,62,6,0,-9999
2190,2017,4,2,7,72,6,51,-9999,0,-9999
2191,2017,4,2,8,67,0,57,4,0,-9999
2192,2017,4,2,9,67,0,57,4,0,-9999
2193,2017,4,2,10,67,0,62,2,0,-9999
2194,2017,4,2,11,61,0,72,2,0,-9999
2195,2017,4,2,12,67,0,41,2,0,-9999
2196,2017,4,2,13,78,6,46,2,0,-9999
2197,2017,4,2,14,94,0,46,2,0,-9999
2198,2017,4,2,15,106,0,51,2,0,-9999
2199,2017,4,2,16,128,-6,46,2,0,-9999
2200,2017,4,2,17,139,-28,57,2,0,-9999
2201,2017,4,2,18,150,-33,0,4,0,-9999
2202,2017,4,2,19,167,-33,46,4,0,-9999
2203,2017,4,2,20,172,-39,67,-9999,0,-9999
2204,2017,4,2,21,167,-33,77,4,0,-9999
2205,2017,4,2,22,161,-22,98,4,0,-9999
2206,2017,4,2,23,156,-22,41,-9999,0,-9999
2207,2017,4,3,0,150,-17,26,4,0,-9999
2208,2017,4,3,1,150,-17,31,4,-9999,-9999
2209,2017,4,3,2,133,0,46,-9999,-9999,-9999
2210,2017,4,3,3,139,-11,31,2,-9999,-9999
